index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1
0,\% of Pos. TE ($H_0$: $\le$ 50\%),point,52.4495677233,54.4668587896,39.0670553936,45.9302325581,40.4069767442,54.9132947977,56.7723342939,55.6195965418
1,\% of Pos. TE ($H_0$: $\le$ 50\%),pval,0.289473684211,0.184210526316,0.986842105263,0.671052631579,0.960526315789,0.157894736842,0.0789473684211,0.171052631579
2,\% of Pos. TE ($H_0$: $\le$ 50\%),se,4.63488672139,5.53080081425,5.02751469518,7.19779417798,5.03182876982,4.90905608341,5.01889252631,5.68232192019
3,\% of Pos. TE ($H_0$: $\le$ 10\% $|$ 10\% Significance),point,14.6974063401,16.1383285303,8.74635568513,8.43023255814,7.55813953488,17.0520231214,14.121037464,16.4265129683
4,\% of Pos. TE ($H_0$: $\le$ 10\% $|$ 10\% Significance),pval,0.131578947368,0.0526315789474,0.539473684211,0.618421052632,0.723684210526,0.0263157894737,0.118421052632,0.0526315789474
5,\% of Pos. TE ($H_0$: $\le$ 10\% $|$ 10\% Significance),se,3.73720098323,3.33566905644,4.7962072827,3.84716833391,4.47149777376,3.88184596321,3.3721674687,3.87428603273
