rowname,draw,ddraw,itt_noctrl,itt_noctrl_p,itt_noctrl_N,itt_ctrl,itt_ctrl_p,itt_ctrl_N,itt_wctrl,itt_wctrl_p,itt_wctrl_N
health_private_surv49,0,      2.0000,   -727.4567,      0.6080,     29.0000,  -2239.7154,      0.2921,     23.0000,   -591.9967,      0.7745,     23.0000
health_private_surv50,0,      2.0000,   -719.0386,      0.6145,     29.0000,  -2734.6839,      0.1674,     23.0000,  -1352.4036,      0.4825,     23.0000
health_private_surv51,0,      2.0000,   -606.7122,      0.6910,     29.0000,  -2628.8891,      0.1842,     23.0000,  -1336.3016,      0.4883,     23.0000
health_private_surv52,0,      2.0000,   -627.1932,      0.6984,     29.0000,  -2182.2182,      0.2978,     23.0000,   -668.7679,      0.7385,     23.0000
health_private_surv53,0,      2.0000,   -420.3216,      0.7949,     29.0000,  -1676.8131,      0.4210,     23.0000,    -99.2138,      0.9598,     23.0000
health_private_surv54,0,      2.0000,     77.3694,      0.9644,     29.0000,  -1300.8182,      0.5470,     23.0000,    404.7018,      0.8418,     23.0000
health_private_surv55,0,      2.0000,    300.3377,      0.8747,     29.0000,  -1745.1329,      0.4580,     23.0000,    115.0608,      0.9586,     23.0000
health_private_surv56,0,      2.0000,    120.2716,      0.9521,     29.0000,  -2490.8131,      0.2944,     23.0000,   -715.7451,      0.7508,     23.0000
health_private_surv57,0,      2.0000,     15.2310,      0.9941,     29.0000,  -2754.0901,      0.2381,     23.0000,  -1035.0195,      0.6364,     23.0000
health_private_surv58,0,      2.0000,    198.0886,      0.9270,     29.0000,  -2712.6471,      0.2528,     23.0000,  -1041.0760,      0.6375,     23.0000
health_private_surv59,0,      2.0000,    713.7608,      0.7548,     29.0000,  -2541.7033,      0.3340,     23.0000,   -714.9632,      0.7758,     23.0000
health_private_surv60,0,      2.0000,   1133.8776,      0.6194,     29.0000,  -2274.7372,      0.4086,     23.0000,   -250.0303,      0.9249,     23.0000
health_private_surv61,0,      2.0000,    813.4331,      0.7242,     29.0000,  -2263.1160,      0.3923,     23.0000,   -293.8467,      0.9065,     23.0000
health_private_surv62,0,      2.0000,    386.0637,      0.8740,     29.0000,  -2253.4353,      0.4236,     23.0000,   -386.4898,      0.8834,     23.0000
health_private_surv63,0,      2.0000,     80.7001,      0.9743,     29.0000,  -2874.3354,      0.3299,     23.0000,  -1095.7745,      0.6880,     23.0000
health_private_surv64,0,      2.0000,   -572.5005,      0.8023,     29.0000,  -4202.9328,      0.0699,     23.0000,  -3066.8077,      0.1501,     23.0000
health_private_surv65,0,      2.0000,   1869.4811,      0.3954,     29.0000,   2084.8425,      0.3729,     23.0000,   1823.4886,      0.4223,     23.0000
health_private_surv66,0,      2.0000,   5195.1158,      0.0581,     29.0000,  10189.4474,      0.0053,     23.0000,   9392.2494,      0.0082,     23.0000
health_private_surv67,0,      2.0000,   4848.3037,      0.0557,     29.0000,   9841.4416,      0.0006,     23.0000,   9571.1781,      0.0004,     23.0000
health_private_surv68,0,      2.0000,   3539.8019,      0.1318,     29.0000,   7853.9131,      0.0004,     23.0000,   7745.5149,      0.0002,     23.0000
health_private_surv69,0,      2.0000,   3768.6059,      0.1042,     29.0000,   7561.6684,      0.0012,     23.0000,   7609.3805,      0.0006,     23.0000
health_private_surv70,0,      2.0000,   4896.3142,      0.0511,     29.0000,   8259.9239,      0.0033,     23.0000,   8837.7757,      0.0009,     23.0000
health_private_surv71,0,      2.0000,   5401.1868,      0.0340,     29.0000,   8853.8263,      0.0015,     23.0000,   9650.6450,      0.0003,     23.0000
health_private_surv72,0,      2.0000,   5789.7958,      0.0161,     29.0000,   8752.6034,      0.0002,     23.0000,   9060.9561,      0.0000,     23.0000
health_private_surv73,0,      2.0000,   5710.5440,      0.0216,     29.0000,   8359.8137,      0.0009,     23.0000,   8298.3230,      0.0006,     23.0000
health_private_surv74,0,      2.0000,   5305.0285,      0.0503,     29.0000,   8201.6785,      0.0052,     23.0000,   8536.5907,      0.0025,     23.0000
health_private_surv75,0,      2.0000,   5623.6624,      0.0563,     29.0000,   9131.5104,      0.0068,     23.0000,   9661.2744,      0.0031,     23.0000
health_private_surv76,0,      2.0000,   5272.1211,      0.0847,     29.0000,   9194.8048,      0.0119,     23.0000,   9294.0462,      0.0086,     23.0000
health_private_surv77,0,      2.0000,   2951.9264,      0.2551,     29.0000,   5888.1214,      0.0092,     23.0000,   5834.5679,      0.0079,     23.0000
health_private_surv78,0,      2.0000,   1600.6974,      0.5392,     29.0000,   3318.1308,      0.1265,     23.0000,   3432.3783,      0.0908,     23.0000
health_private_surv79,0,      2.0000,   3919.5200,      0.1744,     29.0000,   7399.4217,      0.0014,     23.0000,   7347.6571,      0.0019,     23.0000
health_private_surv8,0,      2.0000,    246.1444,      0.1000,     38.0000,    162.0505,      0.0550,     29.0000,    162.0505,      0.0550,     29.0000
health_private_surv9,0,      2.0000,     94.5184,      0.5630,     38.0000,    -16.3860,      0.8084,     29.0000,    -16.3860,      0.8084,     29.0000
health_private_surv10,0,      3.0000,    833.2123,      0.0035,     36.0000,    729.4808,      0.0036,     30.0000,    729.4808,      0.0036,     30.0000
