rowname,draw,ddraw,itt_noctrl,itt_noctrl_p,itt_noctrl_N,itt_ctrl,itt_ctrl_p,itt_ctrl_N,itt_wctrl,itt_wctrl_p,itt_wctrl_N
health_private_surv65,1,      3.0000,   6567.3606,      0.0000,     75.0000,   6361.2865,      0.0000,     59.0000,   5727.9034,      0.0000,     59.0000
health_private_surv66,1,      3.0000,   5335.8599,      0.0000,     75.0000,   5342.0865,      0.0000,     59.0000,   4964.8918,      0.0000,     59.0000
health_private_surv67,1,      3.0000,   4688.3663,      0.0000,     75.0000,   4704.2590,      0.0000,     59.0000,   4354.8220,      0.0001,     59.0000
health_private_surv68,1,      3.0000,   4218.2079,      0.0002,     75.0000,   4099.7604,      0.0002,     59.0000,   3879.4885,      0.0003,     59.0000
health_private_surv69,1,      3.0000,   4742.1685,      0.0000,     75.0000,   4560.1110,      0.0001,     59.0000,   4085.0331,      0.0001,     59.0000
health_private_surv70,1,      3.0000,   5641.6888,      0.0000,     75.0000,   5434.6906,      0.0000,     59.0000,   4722.7997,      0.0000,     59.0000
health_private_surv71,1,      3.0000,   5740.2657,      0.0000,     75.0000,   5645.2083,      0.0000,     59.0000,   5075.4942,      0.0000,     59.0000
health_private_surv72,1,      3.0000,   5419.2473,      0.0000,     75.0000,   5556.8923,      0.0000,     59.0000,   5086.4886,      0.0000,     59.0000
health_private_surv73,1,      3.0000,   6036.8674,      0.0000,     75.0000,   5853.3178,      0.0000,     59.0000,   5198.7575,      0.0000,     59.0000
health_private_surv74,1,      3.0000,   7010.2153,      0.0000,     75.0000,   6218.7109,      0.0000,     59.0000,   5449.3260,      0.0000,     59.0000
health_private_surv75,1,      3.0000,   8675.7946,      0.0000,     75.0000,   7297.1029,      0.0000,     59.0000,   6565.4576,      0.0000,     59.0000
health_private_surv76,1,      3.0000,   9961.5906,      0.0000,     75.0000,   8478.5797,      0.0000,     59.0000,   7711.4593,      0.0000,     59.0000
