index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1
0,\% of Pos. TE ($H_0$: $\le$ 50\%),point,80.0,77.8947368421,80.8510638298,80.0,77.8947368421,80.0,73.6842105263,81.0526315789
1,\% of Pos. TE ($H_0$: $\le$ 50\%),pval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,\% of Pos. TE ($H_0$: $\le$ 50\%),se,5.92335001262,7.02281997813,6.50255648647,6.35069993098,5.78022094371,7.32072942468,7.09315409763,6.60756512459
3,\% of Pos. TE ($H_0$: $\le$ 10\% $|$ 10\% Significance),point,49.4736842105,41.0526315789,40.4255319149,36.8421052632,41.0526315789,36.8421052632,35.7894736842,42.1052631579
4,\% of Pos. TE ($H_0$: $\le$ 10\% $|$ 10\% Significance),pval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,\% of Pos. TE ($H_0$: $\le$ 10\% $|$ 10\% Significance),se,7.6941853721,7.23634041962,8.09301551773,7.7535434571,7.84866459551,7.81335537197,7.78237209562,8.53600906143
